trial_id,observer_id,observer_cohort,evaluation_dimension,artwork_id,left_method,right_method,selected_position,winner_method,loser_method
T004125,N10,Student,Visual Harmony,IMG20260430104352,DDColor,M1,Right,M1,DDColor
T004126,N10,Student,Visual Harmony,IMG20260430103113,Reinhard,M0,Left,Reinhard,M0
T004127,N10,Student,Style Authenticity,IMG20260430104410,M0,M4,Right,M4,M0
T004128,N10,Student,Visual Harmony,IMG20260430104352,Reinhard,DDColor,Right,DDColor,Reinhard
T004129,N10,Student,Style Authenticity,IMG20260430103755,M0,DDColor,Left,M0,DDColor
T004130,N10,Student,Visual Harmony,IMG20260430104348,M0,Reinhard,Left,M0,Reinhard
T004131,N10,Student,Visual Harmony,IMG20260430104410,Reinhard,M0,Right,M0,Reinhard
T004132,N10,Student,Visual Harmony,IMG20260430103113,M0,M4,Right,M4,M0
T004133,N10,Student,Style Authenticity,IMG20260430103435,M1,DDColor,Left,M1,DDColor
T004134,N10,Student,Visual Harmony,IMG20260430104348,Reinhard,DDColor,Right,DDColor,Reinhard
T004135,N10,Student,Style Authenticity,IMG20260430104410,M1,M0,Right,M0,M1
T004136,N10,Student,Style Authenticity,IMG20260430104352,M0,M1,Left,M0,M1
T004137,N10,Student,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T004138,N10,Student,Visual Harmony,IMG20260430110350,Reinhard,M1,Left,Reinhard,M1
T004139,N10,Student,Visual Harmony,IMG20260430103755,M0,DDColor,Left,M0,DDColor
T004140,N10,Student,Style Authenticity,IMG20260430110350,M0,M4,Left,M0,M4
T004141,N10,Student,Style Authenticity,IMG20260430110350,M1,M4,Right,M4,M1
T004142,N10,Student,Style Authenticity,IMG20260430103656,Reinhard,M1,Left,Reinhard,M1
T004143,N10,Student,Visual Harmony,IMG20260430103435,Reinhard,M4,Right,M4,Reinhard
T004144,N10,Student,Visual Harmony,IMG20260430103656,M0,M1,Left,M0,M1
T004145,N10,Student,Style Authenticity,IMG20260430104410,Reinhard,M4,Left,Reinhard,M4
T004146,N10,Student,Style Authenticity,IMG20260430104113,M0,M4,Right,M4,M0
T004147,N10,Student,Style Authenticity,IMG20260430104410,DDColor,Reinhard,Right,Reinhard,DDColor
T004148,N10,Student,Style Authenticity,IMG20260430110350,DDColor,Reinhard,Right,Reinhard,DDColor
T004149,N10,Student,Style Authenticity,IMG20260430103755,Reinhard,DDColor,Left,Reinhard,DDColor
T004150,N10,Student,Visual Harmony,IMG20260430104410,DDColor,M4,Left,DDColor,M4
T004151,N10,Student,Style Authenticity,IMG20260430102902,DDColor,Reinhard,Right,Reinhard,DDColor
T004152,N10,Student,Style Authenticity,IMG20260430104352,Reinhard,DDColor,Left,Reinhard,DDColor
T004153,N10,Student,Visual Harmony,IMG20260430110350,M1,M4,Left,M1,M4
T004154,N10,Student,Style Authenticity,IMG20260430104348,M1,Reinhard,Right,Reinhard,M1
T004155,N10,Student,Visual Harmony,IMG20260430104410,M4,Reinhard,Right,Reinhard,M4
T004156,N10,Student,Style Authenticity,IMG20260430110350,M0,M1,Left,M0,M1
T004157,N10,Student,Style Authenticity,IMG20260430103656,M1,DDColor,Left,M1,DDColor
T004158,N10,Student,Style Authenticity,IMG20260430110350,M0,Reinhard,Left,M0,Reinhard
T004159,N10,Student,Visual Harmony,IMG20260430104348,M1,M0,Right,M0,M1
T004160,N10,Student,Visual Harmony,IMG20260430103656,M0,Reinhard,Right,Reinhard,M0
T004161,N10,Student,Visual Harmony,IMG20260430103435,M4,M1,Left,M4,M1
T004162,N10,Student,Style Authenticity,IMG20260430104113,DDColor,M0,Right,M0,DDColor
T004163,N10,Student,Style Authenticity,IMG20260430102920,M4,M0,Right,M0,M4
T004164,N10,Student,Style Authenticity,IMG20260430104348,M0,M1,Left,M0,M1
T004165,N10,Student,Visual Harmony,IMG20260430103656,M4,M0,Right,M0,M4
T004166,N10,Student,Visual Harmony,IMG20260430103435,Reinhard,DDColor,Left,Reinhard,DDColor
T004167,N10,Student,Style Authenticity,IMG20260430103043,M4,M1,Right,M1,M4
T004168,N10,Student,Visual Harmony,IMG20260430103043,M4,M1,Left,M4,M1
T004169,N10,Student,Style Authenticity,IMG20260430104348,M0,M4,Right,M4,M0
T004170,N10,Student,Visual Harmony,IMG20260430103656,Reinhard,DDColor,Left,Reinhard,DDColor
T004171,N10,Student,Visual Harmony,IMG20260430104410,DDColor,M0,Left,DDColor,M0
T004172,N10,Student,Style Authenticity,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T004173,N10,Student,Style Authenticity,IMG20260430110350,DDColor,M1,Right,M1,DDColor
T004174,N10,Student,Visual Harmony,IMG20260430104113,Reinhard,DDColor,Right,DDColor,Reinhard
T004175,N10,Student,Visual Harmony,IMG20260430103043,DDColor,M0,Right,M0,DDColor
T004176,N10,Student,Style Authenticity,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T004177,N10,Student,Style Authenticity,IMG20260430104348,M4,M1,Left,M4,M1
T004178,N10,Student,Style Authenticity,IMG20260430103113,DDColor,M1,Left,DDColor,M1
T004179,N10,Student,Style Authenticity,IMG20260430102902,M1,DDColor,Left,M1,DDColor
T004180,N10,Student,Style Authenticity,IMG20260430103656,M0,M1,Left,M0,M1
T004181,N10,Student,Style Authenticity,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T004182,N10,Student,Style Authenticity,IMG20260430104113,DDColor,M1,Right,M1,DDColor
T004183,N10,Student,Visual Harmony,IMG20260430104410,M1,DDColor,Right,DDColor,M1
T004184,N10,Student,Visual Harmony,IMG20260430104410,M4,M1,Right,M1,M4
T004185,N10,Student,Style Authenticity,IMG20260430104113,M4,Reinhard,Left,M4,Reinhard
T004186,N10,Student,Visual Harmony,IMG20260430104352,DDColor,M4,Right,M4,DDColor
T004187,N10,Student,Style Authenticity,IMG20260430104113,M4,DDColor,Right,DDColor,M4
T004188,N10,Student,Visual Harmony,IMG20260430103113,M0,DDColor,Left,M0,DDColor
T004189,N10,Student,Visual Harmony,IMG20260430104352,M4,M0,Left,M4,M0
T004190,N10,Student,Visual Harmony,IMG20260430103755,M4,M0,Left,M4,M0
T004191,N10,Student,Style Authenticity,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T004192,N10,Student,Visual Harmony,IMG20260430104113,M1,M4,Right,M4,M1
T004193,N10,Student,Visual Harmony,IMG20260430103435,DDColor,M0,Left,DDColor,M0
T004194,N10,Student,Style Authenticity,IMG20260430103755,Reinhard,M1,Left,Reinhard,M1
T004195,N10,Student,Style Authenticity,IMG20260430103043,Reinhard,M1,Left,Reinhard,M1
T004196,N10,Student,Visual Harmony,IMG20260430104113,DDColor,M1,Right,M1,DDColor
T004197,N10,Student,Visual Harmony,IMG20260430104113,M0,M4,Left,M0,M4
T004198,N10,Student,Visual Harmony,IMG20260430102920,M4,M1,Left,M4,M1
T004199,N10,Student,Visual Harmony,IMG20260430103043,M0,M4,Right,M4,M0
T004200,N10,Student,Style Authenticity,IMG20260430103043,DDColor,M1,Right,M1,DDColor
T004201,N10,Student,Style Authenticity,IMG20260430104352,M0,Reinhard,Left,M0,Reinhard
T004202,N10,Student,Visual Harmony,IMG20260430104352,M0,Reinhard,Left,M0,Reinhard
T004203,N10,Student,Style Authenticity,IMG20260430103043,M0,M4,Right,M4,M0
T004204,N10,Student,Visual Harmony,IMG20260430104410,M1,Reinhard,Left,M1,Reinhard
T004205,N10,Student,Visual Harmony,IMG20260430103656,M4,Reinhard,Left,M4,Reinhard
T004206,N10,Student,Style Authenticity,IMG20260430110350,M1,Reinhard,Right,Reinhard,M1
T004207,N10,Student,Style Authenticity,IMG20260430104348,Reinhard,M0,Right,M0,Reinhard
T004208,N10,Student,Style Authenticity,IMG20260430103113,M0,DDColor,Right,DDColor,M0
T004209,N10,Student,Style Authenticity,IMG20260430103043,Reinhard,M4,Right,M4,Reinhard
T004210,N10,Student,Visual Harmony,IMG20260430104352,M1,M4,Right,M4,M1
T004211,N10,Student,Style Authenticity,IMG20260430104352,M1,Reinhard,Right,Reinhard,M1
T004212,N10,Student,Visual Harmony,IMG20260430103755,DDColor,Reinhard,Left,DDColor,Reinhard
T004213,N10,Student,Visual Harmony,IMG20260430103656,M4,M1,Left,M4,M1
T004214,N10,Student,Visual Harmony,IMG20260430104410,M0,M1,Right,M1,M0
T004215,N10,Student,Visual Harmony,IMG20260430103755,DDColor,M4,Right,M4,DDColor
T004216,N10,Student,Style Authenticity,IMG20260430102920,Reinhard,M4,Right,M4,Reinhard
T004217,N10,Student,Visual Harmony,IMG20260430104348,M4,M0,Right,M0,M4
T004218,N10,Student,Style Authenticity,IMG20260430102920,DDColor,M1,Left,DDColor,M1
T004219,N10,Student,Visual Harmony,IMG20260430103113,M1,Reinhard,Left,M1,Reinhard
T004220,N10,Student,Visual Harmony,IMG20260430102902,DDColor,M4,Right,M4,DDColor
T004221,N10,Student,Style Authenticity,IMG20260430103113,Reinhard,M0,Left,Reinhard,M0
T004222,N10,Student,Visual Harmony,IMG20260430103755,DDColor,M1,Left,DDColor,M1
T004223,N10,Student,Style Authenticity,IMG20260430110350,M4,Reinhard,Left,M4,Reinhard
T004224,N10,Student,Style Authenticity,IMG20260430103113,M0,M4,Right,M4,M0
T004225,N10,Student,Style Authenticity,IMG20260430102920,M1,M0,Left,M1,M0
T004226,N10,Student,Style Authenticity,IMG20260430103043,M4,DDColor,Right,DDColor,M4
T004227,N10,Student,Visual Harmony,IMG20260430103435,M0,Reinhard,Left,M0,Reinhard
T004228,N10,Student,Style Authenticity,IMG20260430103656,Reinhard,DDColor,Right,DDColor,Reinhard
T004229,N10,Student,Visual Harmony,IMG20260430103435,M0,M4,Right,M4,M0
T004230,N10,Student,Style Authenticity,IMG20260430102902,M4,M0,Left,M4,M0
T004231,N10,Student,Style Authenticity,IMG20260430104410,M1,Reinhard,Left,M1,Reinhard
T004232,N10,Student,Visual Harmony,IMG20260430104410,Reinhard,DDColor,Left,Reinhard,DDColor
T004233,N10,Student,Style Authenticity,IMG20260430103755,M4,DDColor,Right,DDColor,M4
T004234,N10,Student,Visual Harmony,IMG20260430102902,Reinhard,DDColor,Right,DDColor,Reinhard
T004235,N10,Student,Style Authenticity,IMG20260430103113,M1,Reinhard,Left,M1,Reinhard
T004236,N10,Student,Visual Harmony,IMG20260430104113,M0,DDColor,Right,DDColor,M0
T004237,N10,Student,Style Authenticity,IMG20260430110350,M0,DDColor,Left,M0,DDColor
T004238,N10,Student,Style Authenticity,IMG20260430103435,M1,M4,Right,M4,M1
T004239,N10,Student,Style Authenticity,IMG20260430102902,M4,M1,Left,M4,M1
T004240,N10,Student,Style Authenticity,IMG20260430102920,M0,DDColor,Right,DDColor,M0
T004241,N10,Student,Style Authenticity,IMG20260430104410,M1,M4,Right,M4,M1
T004242,N10,Student,Style Authenticity,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T004243,N10,Student,Visual Harmony,IMG20260430104348,Reinhard,M1,Right,M1,Reinhard
T004244,N10,Student,Visual Harmony,IMG20260430110350,M4,M0,Left,M4,M0
T004245,N10,Student,Style Authenticity,IMG20260430103113,M4,DDColor,Left,M4,DDColor
T004246,N10,Student,Style Authenticity,IMG20260430103656,M0,Reinhard,Left,M0,Reinhard
T004247,N10,Student,Style Authenticity,IMG20260430104352,M4,DDColor,Left,M4,DDColor
T004248,N10,Student,Visual Harmony,IMG20260430103656,M1,DDColor,Left,M1,DDColor
T004249,N10,Student,Visual Harmony,IMG20260430103755,M4,Reinhard,Left,M4,Reinhard
T004250,N10,Student,Visual Harmony,IMG20260430103755,M1,Reinhard,Left,M1,Reinhard
T004251,N10,Student,Visual Harmony,IMG20260430102902,M0,DDColor,Left,M0,DDColor
T004252,N10,Student,Style Authenticity,IMG20260430102902,M1,M0,Right,M0,M1
T004253,N10,Student,Visual Harmony,IMG20260430104113,M4,DDColor,Right,DDColor,M4
T004254,N10,Student,Visual Harmony,IMG20260430102920,Reinhard,M4,Right,M4,Reinhard
T004255,N10,Student,Visual Harmony,IMG20260430102920,M1,DDColor,Left,M1,DDColor
T004256,N10,Student,Visual Harmony,IMG20260430104113,Reinhard,M4,Left,Reinhard,M4
T004257,N10,Student,Visual Harmony,IMG20260430104348,M4,Reinhard,Left,M4,Reinhard
T004258,N10,Student,Visual Harmony,IMG20260430102920,M4,M0,Right,M0,M4
T004259,N10,Student,Visual Harmony,IMG20260430103656,M0,DDColor,Right,DDColor,M0
T004260,N10,Student,Visual Harmony,IMG20260430103113,DDColor,Reinhard,Right,Reinhard,DDColor
T004261,N10,Student,Visual Harmony,IMG20260430103656,Reinhard,M1,Right,M1,Reinhard
T004262,N10,Student,Visual Harmony,IMG20260430102902,M0,Reinhard,Left,M0,Reinhard
T004263,N10,Student,Style Authenticity,IMG20260430103113,M1,M4,Left,M1,M4
T004264,N10,Student,Visual Harmony,IMG20260430102920,M0,DDColor,Left,M0,DDColor
T004265,N10,Student,Style Authenticity,IMG20260430103656,M1,M4,Left,M1,M4
T004266,N10,Student,Visual Harmony,IMG20260430103435,M1,Reinhard,Right,Reinhard,M1
T004267,N10,Student,Style Authenticity,IMG20260430103043,DDColor,M0,Right,M0,DDColor
T004268,N10,Student,Style Authenticity,IMG20260430102920,Reinhard,M1,Right,M1,Reinhard
T004269,N10,Student,Visual Harmony,IMG20260430103113,Reinhard,M4,Left,Reinhard,M4
T004270,N10,Student,Style Authenticity,IMG20260430102902,M0,DDColor,Left,M0,DDColor
T004271,N10,Student,Style Authenticity,IMG20260430104348,M1,DDColor,Right,DDColor,M1
T004272,N10,Student,Style Authenticity,IMG20260430104348,Reinhard,DDColor,Right,DDColor,Reinhard
T004273,N10,Student,Style Authenticity,IMG20260430102902,M1,Reinhard,Left,M1,Reinhard
T004274,N10,Student,Style Authenticity,IMG20260430104410,M0,Reinhard,Right,Reinhard,M0
T004275,N10,Student,Style Authenticity,IMG20260430102902,M4,DDColor,Left,M4,DDColor
T004276,N10,Student,Visual Harmony,IMG20260430103043,M4,Reinhard,Right,Reinhard,M4
T004277,N10,Student,Visual Harmony,IMG20260430104352,M0,M1,Right,M1,M0
T004278,N10,Student,Style Authenticity,IMG20260430103755,M0,M4,Right,M4,M0
T004279,N10,Student,Style Authenticity,IMG20260430110350,DDColor,M4,Left,DDColor,M4
T004280,N10,Student,Style Authenticity,IMG20260430103755,Reinhard,M4,Right,M4,Reinhard
T004281,N10,Student,Style Authenticity,IMG20260430103435,DDColor,M4,Right,M4,DDColor
T004282,N10,Student,Style Authenticity,IMG20260430102902,M0,Reinhard,Left,M0,Reinhard
T004283,N10,Student,Style Authenticity,IMG20260430104352,DDColor,M0,Right,M0,DDColor
T004284,N10,Student,Visual Harmony,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T004285,N10,Student,Style Authenticity,IMG20260430103043,Reinhard,DDColor,Left,Reinhard,DDColor
T004286,N10,Student,Visual Harmony,IMG20260430110350,DDColor,Reinhard,Right,Reinhard,DDColor
T004287,N10,Student,Visual Harmony,IMG20260430104352,Reinhard,M4,Right,M4,Reinhard
T004288,N10,Student,Style Authenticity,IMG20260430103435,Reinhard,DDColor,Right,DDColor,Reinhard
T004289,N10,Student,Style Authenticity,IMG20260430104352,M4,M0,Left,M4,M0
T004290,N10,Student,Style Authenticity,IMG20260430102920,M1,M4,Left,M1,M4
T004291,N10,Student,Style Authenticity,IMG20260430104113,Reinhard,M1,Left,Reinhard,M1
T004292,N10,Student,Visual Harmony,IMG20260430103043,M1,DDColor,Left,M1,DDColor
T004293,N10,Student,Visual Harmony,IMG20260430103113,M1,M4,Left,M1,M4
T004294,N10,Student,Visual Harmony,IMG20260430110350,M4,DDColor,Left,M4,DDColor
T004295,N10,Student,Style Authenticity,IMG20260430103755,DDColor,M1,Left,DDColor,M1
T004296,N10,Student,Style Authenticity,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T004297,N10,Student,Style Authenticity,IMG20260430104352,M1,DDColor,Left,M1,DDColor
T004298,N10,Student,Visual Harmony,IMG20260430102902,M1,M4,Right,M4,M1
T004299,N10,Student,Visual Harmony,IMG20260430104113,Reinhard,M1,Right,M1,Reinhard
T004300,N10,Student,Visual Harmony,IMG20260430104352,DDColor,M0,Left,DDColor,M0
T004301,N10,Student,Style Authenticity,IMG20260430102920,Reinhard,M0,Left,Reinhard,M0
T004302,N10,Student,Style Authenticity,IMG20260430104410,DDColor,M4,Right,M4,DDColor
T004303,N10,Student,Style Authenticity,IMG20260430103755,M0,Reinhard,Right,Reinhard,M0
T004304,N10,Student,Visual Harmony,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T004305,N10,Student,Visual Harmony,IMG20260430103656,DDColor,M4,Left,DDColor,M4
T004306,N10,Student,Style Authenticity,IMG20260430103656,DDColor,M0,Right,M0,DDColor
T004307,N10,Student,Visual Harmony,IMG20260430102920,M1,Reinhard,Left,M1,Reinhard
T004308,N10,Student,Style Authenticity,IMG20260430103435,M0,DDColor,Left,M0,DDColor
T004309,N10,Student,Visual Harmony,IMG20260430104348,M4,M1,Left,M4,M1
T004310,N10,Student,Style Authenticity,IMG20260430103755,M1,M4,Right,M4,M1
T004311,N10,Student,Visual Harmony,IMG20260430103755,M4,M1,Left,M4,M1
T004312,N10,Student,Style Authenticity,IMG20260430103043,M0,M1,Left,M0,M1
T004313,N10,Student,Visual Harmony,IMG20260430104348,DDColor,M0,Left,DDColor,M0
T004314,N10,Student,Style Authenticity,IMG20260430103656,Reinhard,M4,Right,M4,Reinhard
T004315,N10,Student,Visual Harmony,IMG20260430103043,M0,M1,Left,M0,M1
T004316,N10,Student,Visual Harmony,IMG20260430103113,DDColor,M1,Left,DDColor,M1
T004317,N10,Student,Style Authenticity,IMG20260430104410,DDColor,M1,Right,M1,DDColor
T004318,N10,Student,Visual Harmony,IMG20260430110350,Reinhard,M4,Right,M4,Reinhard
T004319,N10,Student,Visual Harmony,IMG20260430104352,M1,Reinhard,Left,M1,Reinhard
T004320,N10,Student,Style Authenticity,IMG20260430103113,Reinhard,DDColor,Left,Reinhard,DDColor
T004321,N11,Student,Style Authenticity,IMG20260430103435,M1,M4,Left,M1,M4
T004322,N11,Student,Style Authenticity,IMG20260430103435,M4,M0,Left,M4,M0
T004323,N11,Student,Visual Harmony,IMG20260430104410,DDColor,M1,Left,DDColor,M1
T004324,N11,Student,Visual Harmony,IMG20260430104348,M4,M1,Left,M4,M1
T004325,N11,Student,Style Authenticity,IMG20260430103043,M0,M4,Right,M4,M0
T004326,N11,Student,Style Authenticity,IMG20260430102902,DDColor,M1,Right,M1,DDColor
T004327,N11,Student,Visual Harmony,IMG20260430104348,M4,M0,Left,M4,M0
T004328,N11,Student,Visual Harmony,IMG20260430104410,Reinhard,M0,Left,Reinhard,M0
T004329,N11,Student,Style Authenticity,IMG20260430104348,Reinhard,M1,Right,M1,Reinhard
T004330,N11,Student,Style Authenticity,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T004331,N11,Student,Visual Harmony,IMG20260430110350,Reinhard,M0,Right,M0,Reinhard
T004332,N11,Student,Visual Harmony,IMG20260430103435,DDColor,Reinhard,Right,Reinhard,DDColor
T004333,N11,Student,Visual Harmony,IMG20260430102920,Reinhard,DDColor,Left,Reinhard,DDColor
T004334,N11,Student,Visual Harmony,IMG20260430103656,Reinhard,M1,Right,M1,Reinhard
T004335,N11,Student,Style Authenticity,IMG20260430110350,M0,M1,Right,M1,M0
T004336,N11,Student,Style Authenticity,IMG20260430103113,M4,M0,Left,M4,M0
T004337,N11,Student,Style Authenticity,IMG20260430103435,DDColor,M0,Right,M0,DDColor
T004338,N11,Student,Visual Harmony,IMG20260430103755,M0,DDColor,Right,DDColor,M0
T004339,N11,Student,Visual Harmony,IMG20260430102920,DDColor,M4,Right,M4,DDColor
T004340,N11,Student,Visual Harmony,IMG20260430104348,M0,M1,Right,M1,M0
T004341,N11,Student,Visual Harmony,IMG20260430103043,M1,DDColor,Right,DDColor,M1
T004342,N11,Student,Visual Harmony,IMG20260430103755,M4,M0,Left,M4,M0
T004343,N11,Student,Visual Harmony,IMG20260430103113,Reinhard,M4,Left,Reinhard,M4
T004344,N11,Student,Style Authenticity,IMG20260430103435,M1,M0,Right,M0,M1
T004345,N11,Student,Visual Harmony,IMG20260430103435,M0,M4,Left,M0,M4
T004346,N11,Student,Visual Harmony,IMG20260430103113,M1,Reinhard,Right,Reinhard,M1
T004347,N11,Student,Visual Harmony,IMG20260430102902,Reinhard,M0,Right,M0,Reinhard
T004348,N11,Student,Visual Harmony,IMG20260430103435,M0,Reinhard,Left,M0,Reinhard
T004349,N11,Student,Style Authenticity,IMG20260430103043,M4,Reinhard,Left,M4,Reinhard
T004350,N11,Student,Visual Harmony,IMG20260430102902,DDColor,M4,Right,M4,DDColor
T004351,N11,Student,Visual Harmony,IMG20260430104352,Reinhard,M0,Left,Reinhard,M0
T004352,N11,Student,Visual Harmony,IMG20260430103755,Reinhard,M1,Right,M1,Reinhard
T004353,N11,Student,Visual Harmony,IMG20260430102902,M0,M1,Right,M1,M0
T004354,N11,Student,Visual Harmony,IMG20260430104352,M4,M0,Left,M4,M0
T004355,N11,Student,Style Authenticity,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T004356,N11,Student,Style Authenticity,IMG20260430110350,M0,Reinhard,Left,M0,Reinhard
T004357,N11,Student,Style Authenticity,IMG20260430104410,Reinhard,M1,Left,Reinhard,M1
T004358,N11,Student,Style Authenticity,IMG20260430103656,M4,Reinhard,Left,M4,Reinhard
T004359,N11,Student,Visual Harmony,IMG20260430103043,M1,M4,Left,M1,M4
T004360,N11,Student,Visual Harmony,IMG20260430103043,Reinhard,M0,Right,M0,Reinhard
T004361,N11,Student,Style Authenticity,IMG20260430104113,M4,M0,Right,M0,M4
T004362,N11,Student,Visual Harmony,IMG20260430103755,M4,Reinhard,Left,M4,Reinhard
T004363,N11,Student,Style Authenticity,IMG20260430110350,M4,Reinhard,Right,Reinhard,M4
T004364,N11,Student,Visual Harmony,IMG20260430104348,Reinhard,M0,Left,Reinhard,M0
T004365,N11,Student,Visual Harmony,IMG20260430103435,M0,DDColor,Right,DDColor,M0
T004366,N11,Student,Style Authenticity,IMG20260430104352,Reinhard,M1,Left,Reinhard,M1
T004367,N11,Student,Style Authenticity,IMG20260430102920,M4,Reinhard,Left,M4,Reinhard
T004368,N11,Student,Style Authenticity,IMG20260430104352,DDColor,M1,Right,M1,DDColor
T004369,N11,Student,Style Authenticity,IMG20260430103043,DDColor,M1,Right,M1,DDColor
T004370,N11,Student,Style Authenticity,IMG20260430104113,M0,DDColor,Left,M0,DDColor
T004371,N11,Student,Style Authenticity,IMG20260430102920,M1,M4,Right,M4,M1
T004372,N11,Student,Visual Harmony,IMG20260430104410,Reinhard,DDColor,Right,DDColor,Reinhard
T004373,N11,Student,Style Authenticity,IMG20260430103435,M1,Reinhard,Right,Reinhard,M1
T004374,N11,Student,Style Authenticity,IMG20260430104113,M1,DDColor,Right,DDColor,M1
T004375,N11,Student,Visual Harmony,IMG20260430104352,M1,M0,Left,M1,M0
